Gender,Height,Weight
Female,153.17708353758368,54.5577462904068
Female,162.32971964703438,63.01118507653485
Male,165.2129230917702,81.7051885696377
Male,173.82621201554517,80.7183961824384
Female,152.3666323857258,53.43238912800105
Male,177.75967980723402,103.28152635013365
Male,167.98901935455604,78.75679070432655
Female,144.74851547183408,46.04384890582155
Female,160.13689799368385,61.3938276744957
Male,164.65406493053342,77.40654224189309
Male,171.4443353283128,81.32321595517921
Female,160.71090722989885,70.27340708870774
Female,158.2707090899898,58.1012203146732
Female,162.6379314676906,66.13460031043125
Female,152.0942626814733,49.084342757181
Male,174.02541364781638,86.63755723177006
Female,158.27404209678022,59.56492145749426
Female,163.80485581750938,68.04538733985885
Female,158.31763174554408,65.9882457969705
Female,160.924144296398,55.2382443556704
Male,166.78154045078685,80.57102068393155
Female,160.212563214333,62.31804349274775
Female,164.34271248533577,69.9168924049005
Male,173.41327027373333,87.3924851654082
Male,168.02239337529147,72.03838050828585
Male,152.58059932852933,67.28167762661745
Female,168.30483960768154,78.5846508789969
Female,170.95166937877204,66.17222175843764
Male,162.85720314516092,70.96801217453054
Female,157.90817440338543,60.48412176609629
Female,155.14498269816906,55.3910791737105
Female,156.20955774354172,53.65327774716855
Male,174.6720752756798,92.49735221894476
Female,156.58936692322698,67.7439197181351
Female,160.41285844122987,64.0152615409425
Male,169.15023215089053,76.6585482977817
Male,164.64160586272317,77.82208107346305
Female,155.12398653422875,56.70475455020535
Female,165.2284547269383,63.15572729241
Female,159.68073016741582,57.5868482283861
Female,144.73348968910742,48.1717822672215
Female,157.8445293210031,66.01153069605331
Female,158.73129757845714,66.33140775967036
Male,165.2240172957571,83.7918026212698
Female,168.74275694136023,72.1994323419774
Male,176.40479658632108,89.1191177504712
Male,163.90459852182565,78.01016755087126
Female,155.05309487746538,65.20779333591345
Male,175.26376543679157,88.45213845969045
Male,170.92834473855362,83.36625076259145
Male,191.3399556885421,113.6505102464961
Female,164.71061307045937,68.10958125126945
Male,170.56319243987076,77.2991925587163
Male,176.44043827943773,97.4852998594569
Male,152.5583381593543,60.99489061867035
Female,155.62857939598257,54.71190892095525
Female,158.25224819391437,57.85626249500895
Male,176.18435678731524,94.79902420921456
Female,157.42683431059302,64.12104165370769
Female,137.67714994548277,48.65488583412465
Male,173.97165188041464,83.94760473209686
Female,161.6020508060831,64.1030049178695
Male,161.5123838193549,80.29707716969145
Male,168.93612353855903,89.00457319513396
Female,155.12850759527487,56.144447082180896
Male,168.1302376160571,74.81857505188185
Male,179.5803729120984,91.4364819484479
Female,154.72084694417583,51.670261248246
Female,154.80776435100728,49.1164226662437
Female,155.98452450025462,53.63603751480975
Male,160.6865997630529,78.46008846423076
Male,168.64873935463706,82.5430754113641
Male,167.71676659287567,82.8268465132026
Female,158.65901760506583,61.879298835073946
Female,156.32685252119626,59.9818206179412
Male,161.1468435878947,68.50066343970735
Female,164.26649348134734,64.8948737104713
Female,151.8193058103003,64.9948647250836
Male,171.23492819203676,98.50795065288224
Female,160.51495029711904,63.579759158009246
Female,138.5802628870935,39.28449111003675
Female,151.1578045979077,46.6190943086457
Female,146.77953291445382,42.63615655683935
Male,178.0718341501411,90.83819628728324
Female,163.8656046907959,66.30088322106765
Female,149.64652515525492,52.3935336021723
Male,170.24551282309864,90.02700155551095
Male,173.09592857243763,85.31818208163989
Male,172.94675785559872,90.54592546518586
Female,153.61884068691705,59.42707058915145
Female,148.46641786469652,55.06370523163756
Female,153.66215530467403,56.70067216208536
Male,161.6759614129629,72.5977024884819
Male,184.3338723591279,102.1014691274601
Male,165.50006838506283,85.75001655872445
Female,145.54846167652167,47.39845568741415
Female,164.21628728898168,72.47865867870645
Male,164.448239507842,73.85266370049345
Male,168.3605019216043,82.45472030490285
Male,171.89922078443158,86.1866842318182
Male,172.0749300586113,82.07426119533841
Male,171.3693476617738,87.6372855860133
Male,171.3801125126583,89.33247298838565
Female,152.96723375775466,52.7366835653823
Female,151.54796376290335,58.48276922496046
Female,162.72733691339965,62.50400237995515
Male,164.02762608969297,81.8558164566279
Female,149.4881288310172,54.2466730153647
Male,177.46563407432265,98.1708612528177
Female,156.849444444703,55.38400208300655
Male,175.48500789555374,86.07355287861421
Male,166.7551446800503,79.8402690494649
Male,157.17169357135316,75.16291799624534
Male,161.6234542636288,74.7435348092322
Male,171.3403477417093,81.9419757338223
Female,156.18160079364563,62.47406343528991
Female,161.779049554556,68.19395317727535
Female,149.9739299677492,52.51059678352455
Male,164.00337709190978,76.5978530205699
Female,151.29351501335933,55.2708472685373
Female,158.7337052135803,73.26185502295846
Male,163.369991872136,74.69884537914466
Male,180.2257236390141,91.18120178247436
Male,171.08128634175557,88.3691018274276
Male,180.39844307288848,88.4947553382861
Male,170.61399531822786,80.72406752504399
Male,160.466876292934,77.63623599470446
Male,169.9163654951373,88.95575067831001
Female,155.79573810655307,57.4659211314879
Male,150.22606822722537,61.9988895650637
Female,159.74065392163712,67.0159844859609
Male,160.23927762928312,77.76842224317795
Male,173.81902390611745,86.4352130558607
Male,157.38904100943483,70.54632316683136
Female,155.34965901256908,54.27753313071421
Male,173.43091948112598,86.79486840284925
Male,171.76799122338235,82.267389731277
Female,153.43614999047816,53.031341636358746
Male,164.39461671346646,78.02407359462195
Female,152.50875736418826,56.45184441734925
Female,153.91925672011095,55.13129320792185
Female,159.585118261463,69.6840777303948
Female,152.95351619799226,51.147499492233
Male,169.18614593150028,69.45418751667975
Male,180.77376436632463,90.5486929712919
Female,165.52312904239835,74.89648601612414
Female,158.77588552819748,61.53654548394315
Female,163.74001840213924,63.14373569016809
Male,178.37237610833824,95.453973956133
Male,162.6490024658015,74.494210480623
Female,165.56710621506372,65.4863356659555
Female,153.2758250734958,52.0952121209223
Female,142.754968973744,50.6061755599005
Male,167.1576152431504,87.113940910605
Male,169.50840801185723,85.252158209889
Male,170.38484559369792,74.12458834380196
Female,156.55499952917995,59.6312748490158
Male,181.63556927562007,88.2194827822731
Female,167.24674190708834,65.433800830491
Female,158.9220714734934,62.0284836843297
Male,165.913293879091,71.26594342118685
Female,158.7623195655605,55.48446066692745
Male,171.4805898469547,84.9507523896906
Female,146.3423766131514,47.73024807847021
Female,178.9015342586507,80.08628942574495
Female,158.90758875635316,62.41592060674965
Female,150.56005201670806,47.64626127415305
Female,162.705311911886,70.00683571974645
Male,182.16135518912827,88.92264363082111
Female,147.1055635091883,52.2863923788945
Male,168.92356858868206,80.7084817395516
Male,167.69630696344512,84.88059720438285
Female,146.17887614021507,48.04761982962645
Female,154.43332133625228,57.21738059201445
Male,172.47345596171135,90.10440925760923
Female,160.7157548610907,61.09711234054515
Male,157.96373314663535,74.147163908472
Female,149.51363637698262,49.66370885477295
Male,171.90842164100638,84.1043560361337
Male,154.8525099065738,69.2502016580334
Female,152.71023806789267,57.11952276213795
Female,152.0262947431346,48.3840591536484
Male,175.12568332235227,89.07517456296345
Male,172.8287571217763,87.8567470066368
Male,187.77272826595785,106.1667272919051
Female,150.48028901918153,50.1152660383176
Male,166.4968089536058,73.2703240991448
Female,151.85596194514684,48.61942988097825
Female,156.4314790965666,73.38556682356725
Female,150.92738667025108,59.932844921519546
Female,147.57532817262685,46.0596859715448
Female,149.83398030449354,51.3402603091974
Male,180.70184541659623,103.94770711730266
Male,174.29150179366798,85.36633644397546
Female,163.7299823919506,76.00750736538825
Male,167.71123105994343,83.87158010202361
Female,158.31026178471018,57.7879835192046
Male,176.70647315508435,95.3264088632574
Female,150.24071501880758,46.90445170113315
Male,174.25672090206768,86.09346487551151
Male,158.01658453102067,77.797561593951
Female,155.9368782089174,58.73163141925665
Female,169.6011884706426,72.1841051468394
Female,151.745268852961,56.6904450329559
Male,184.4329161507804,102.35713672795364
Female,159.68508515627823,68.9687587507086
Female,159.50720863444622,59.26180340824155
Male,171.81086136969418,84.7085515551918
Female,145.1186481108595,48.08071862622045
Female,149.1843340464042,57.142384479513446
Male,155.41721376645893,64.8767899846728
Male,176.44260231588868,89.74706521607821
Male,163.82896780207898,74.73586873009546
Female,160.57810994161707,68.03508616759845
Male,174.19440153466525,86.8926093705378
Male,184.86190030086595,96.00070089588256
Female,165.87734361564213,67.9105908250326
Female,155.04646248949362,63.8139771770688
Male,159.5119020889823,70.61279137799086
Male,169.85816255729029,84.5301856716774
Female,164.6294964976613,69.30502974146926
Female,168.3919835474271,65.1680584419789
Male,179.6023221693143,93.3568567798104
Male,172.74537847552662,91.02558135568366
Female,146.05928619068106,58.29196894178895
Male,165.28457577393013,72.1944947819961
Male,166.50029390222463,76.58609644314495
Female,149.30506975159062,52.94420326617255
Female,152.14621208770242,51.59825710410736
Male,174.5620893490824,83.5919476881615
Male,165.92154545050212,80.40372201840556
Male,175.79141065578307,90.1604887862778
Female,169.8869041787204,79.4028679654482
Female,157.50442859086965,58.34618778031425
Female,166.5442296992484,75.1217042167083
Female,166.44614751384324,68.91047342978355
Male,159.50596073802097,67.58256343107196
Female,153.4625023161066,56.377565134214855
Male,170.34904518733995,78.99845569558966
Female,163.6578973361279,72.23852362838086
Male,175.28914841237014,87.38901554597821
Male,168.24446076782166,77.1538149318537
Female,157.86682605312944,63.289320647607
Male,169.4337568353564,81.37405698997365
Female,157.0904504284306,58.5218587397004
Male,171.24954631257506,81.9554626102248
Male,161.3989527589858,75.13135220304045
Male,168.99955434597578,85.8579939763092
Female,157.6058823655411,63.39983965291351
Female,157.3196268244911,61.60180039684921
Female,152.21717475706708,48.77165426791815
Female,150.0629218687529,49.56017582033505
Male,172.2944404150547,90.453846604779
Female,157.0614648806712,52.8483649373001
Female,154.26562666061787,62.2623443320368
Female,168.20989542288814,74.95904734227045
Female,153.45729274259156,61.97604648127695
Male,165.6757273652026,82.00868921334269
Female,153.43025516350392,61.776980145272695
Female,151.7371351244392,59.14115499972286
Female,157.70273075802686,65.87587981940446
Male,153.29767452160752,78.78202713380745
Male,169.46227490652262,81.7761764376711
Female,171.2247111224578,70.72285006378844
Male,171.0641044725419,77.97562432399485
Male,172.79803610181867,84.9543123894426
Female,156.69061117137403,60.762399657979046
Male,169.1089536951681,82.6527910839597
Female,151.24017922267902,52.5861438830559
Female,147.79914866148013,57.5764866862884
Male,183.26307277662548,101.3975005768794
Female,157.82688874103096,56.9765307737511
Male,158.0272933039465,71.19333430586416
Female,164.75060971139817,78.08963310372374
Female,152.03187561244508,56.0314060357626
Female,152.74193938731514,52.3814270820669
Male,176.9396867248536,90.33989415221475
Male,166.395984323096,75.28139769600855
Male,177.0213359215784,85.22677859924205
Male,173.59181359593316,84.11502765454605
Male,167.86844980763033,85.93414448202316
Female,167.39315844844214,75.0507759632232
Male,162.01869368235432,73.0312187662224
Male,188.4466348116252,105.07671508828456
Female,156.85955932009742,62.19973382485141
Female,156.36586486403075,60.445696164758544
Male,178.69500234001046,95.908352945283
Male,171.8773119060053,79.27456677591915
Male,170.58829887790938,85.4129904814512
Female,162.1964705873892,58.34883592325431
Female,143.18219101480148,53.4242655569286
Female,163.29457895290668,62.6557629251556
Male,160.53001658889914,69.14484649086975
Female,153.588850270038,58.204984483458446
Male,180.2934439721863,85.90686680038411
Female,150.84893545970812,50.29465364614215
Male,175.82066482722314,94.01520719515096
Male,167.46512387431616,80.00373491512424
Female,161.86293796102058,71.36947245380536
Female,153.50027593526863,58.03559857945756
Female,148.95388897234176,48.59023898439585
Female,161.11957121440886,72.3313022054247
Male,159.76678394510725,72.35543887862445
Male,166.3978573779662,76.7150759064537
Male,167.72765276874117,78.33902720256854
Female,157.1196801532057,61.490637695761656
Female,156.9756444743946,63.87887713054229
Male,169.32862032019057,77.49708543255375
Male,173.18329324594256,97.62594595739236
Male,176.9527886444749,96.18352627023496
Female,160.07251400021758,62.31834797272605
Male,170.69970285256002,79.22043315519436
Male,171.51866223916727,82.99620129584655
Male,172.98600810156796,78.4461776483025
Male,169.06099441832498,82.70252220839221
Male,170.2562901076638,81.37190584451521
Female,144.88141756854176,49.505792792137655
Female,154.64160564648208,56.65135319586855
Male,181.36708608208744,100.435814898075
Female,159.37464416612838,58.14067768171875
Female,153.65537478380278,57.41862678388755
Male,174.29546831529245,81.2143291757652
Female,142.84237013977315,37.362061143035234
Male,162.29064709271842,76.54525349317785
Male,177.5086377631454,91.56996043227224
Male,184.4771187103658,103.56161547683072
Male,169.4689771376522,81.5537445073263
Female,155.31816826677817,52.81475219926785
Female,151.1096186084956,54.597178102626
Male,169.770480727374,80.64215193087
Male,166.71825779092853,81.3341066798322
Female,169.80891498466488,74.6554034962476
Male,168.00268375025703,81.0712711058112
Female,156.46754155473874,65.48623833667095
Male,176.8391139559532,90.5672832479523
Female,152.82690928005044,54.44714659807575
Female,154.7966501560482,64.72718587028385
Female,155.7055751086684,63.52682740332885
Male,172.5108628094609,78.3960320024802
Male,166.70577912650631,82.52272097615611
Female,162.941006816279,70.56093717629595
Male,168.66279384119392,79.31096254632149
Male,178.89174073594762,103.0385910258252
Male,163.43697666060424,69.56731429317631
Female,157.8138861859361,67.0370014399365
Male,162.317800189266,73.3536165933522
Male,170.72803941175462,80.8235415229959
Female,152.52326685225378,63.578474794431
Male,176.11554652013666,92.7741232514889
Female,153.13328182300123,66.56131151944021
Female,159.94025877782707,63.62520591210436
Female,164.0555806511915,66.69433814818275
Female,164.74666276793823,59.513645753802
Male,181.3585388588976,99.09344709885735
Female,151.14249802408818,58.3928378796231
Male,167.7218257767626,75.9050609494608
Female,163.28913147456225,74.1154270048875
Female,156.09351818053318,51.357249696945146
Male,172.51607328863622,89.38362518735266
Female,153.74230777116895,50.9807868550155
Female,163.05465912357568,69.4300380906744
Female,153.79848173842822,62.271755645409
Male,170.30614864686004,88.21606042022535
Male,160.77886128793247,75.34508984302681
Female,163.19831617227732,64.1678737507677
Female,151.02499472279914,50.170026667729054
Male,176.5359760247451,90.6519055321413
Male,163.09171399190097,75.88836451755675
Male,172.10727873268985,92.31004597439924
Female,154.0672836741515,60.69190773667996
Male,162.8346494925268,66.7738883034126
Female,158.8363604836026,59.7888306900432
Male,177.32075653153333,93.37216099219695
Male,177.48297315876533,95.8878470977254
Male,177.9216203101983,94.3081501099986
Female,148.64925473042962,59.1210455611554
Male,169.37019492926842,86.67302251070295
Male,170.49539213157783,89.1064695564792
Female,154.1067150915649,56.53580175624915
Female,159.066095026558,58.8887235158949
Female,159.96250394408327,64.01924240491125
Male,163.18577468635576,75.3686079536817
Male,158.32207780268408,74.01700421831296
Male,166.4922151574965,73.56442952992141
Male,162.3239015224326,69.82899425414281
Male,172.8417015528685,89.06227167912526
Female,164.06616526737267,66.7441352034585
Female,166.6797918175663,76.77768690265096
Female,168.52946925636118,72.60040442888865
Male,175.24512532795387,85.3663899707847
Male,162.70470413952697,80.19750506818455
Male,168.112927507814,85.21597066964355
Male,152.17946773875113,61.500829067357856
Female,158.6797542170056,62.28292337343406
Male,165.75445209884637,84.0956367609234
Female,149.7318477675779,52.2681183242919
Male,151.8318118431374,57.92582231798445
Male,176.77049610883293,95.019104903049
Female,153.83135326328275,59.96486747408581
Male,177.84622530639493,85.22383480737571
Female,146.99706479428502,47.98639328827996
Female,157.56849633536504,59.4539574546078
Male,172.96436687467235,90.41285443859417
Female,162.22541591755663,65.931019501104
Female,155.85215617749654,61.17424630071795
Female,171.43403831072922,70.59451451901211
Female,147.9741053405647,51.9866620281684
Female,152.09688753944354,55.14467688225315
Female,161.02142321404074,68.62489230078631
Male,167.6775509910711,78.11952404544091
Male,158.05017377430062,67.9405730625603
Male,159.05769607001938,65.4293845435815
Female,162.2466993354325,65.0246629294125
Male,176.04511624256023,94.10084919548234
Male,175.507490470138,91.41274486150516
Female,157.4413352000523,63.204321813768445
Male,153.55735406465615,66.53684401393456
Male,170.38648040213548,80.22708426899385
Female,157.58966585650285,65.2340188411515
Male,178.08773992395143,92.8008121143312
Female,159.78084958719532,54.04000144142295
Female,156.7634971764504,59.56584470773695
Male,179.81408329132742,98.19737848755628
Female,164.6166181266117,70.39123540706206
Male,172.40218848930343,81.63813329897445
Female,153.35892000155198,50.736649390920896
Female,161.5386742127233,65.1456344597436
Male,168.64918563383193,83.16625914841366
Female,159.8707861829149,58.68449407270485
Male,154.45466561144616,75.6689967989505
Female,154.877946355665,45.10566031958595
Female,161.32480146991873,61.5964293118701
Female,164.41977934283133,62.37003598086286
Male,158.06246073714013,69.73342836632055
Female,154.8163785143338,61.42313715179355
Female,154.46586803634307,57.76097022298935
Female,166.2814044188646,67.08547223787646
Male,171.86863626918662,89.6705375091777
Male,170.8330737275711,90.2728069150212
Female,156.6980740262964,63.06454225219545
Male,166.5104850929961,75.88573876911691
Female,157.0554618231594,57.81895014913155
Female,153.10287419901425,53.19695597695245
Male,167.21184600459375,84.3407533894905
Male,152.73207742216167,64.5396577947846
Female,153.79722923064216,60.447551373981
Male,180.117021340999,94.3869595020174
Male,182.2529920153964,95.80525019793224
Female,161.3089374513119,71.28487044542071
Male,167.73167050162556,80.68960480812345
Female,150.7730838690454,51.7872023119161
Female,138.56266708746307,47.22934518527895
Female,160.527894210312,67.6831224371364
Male,167.68603299707672,76.9185908028288
Female,148.74811114691514,48.47908091661
Female,150.94429937112852,50.89484396137095
Male,173.13246877634796,75.28563387308564
Male,163.4311691282206,78.3788294677959
Male,169.45644281758743,76.29665927682375
Female,152.84227450694792,48.661487731129945
Female,147.9027861471198,48.0520395139212
Male,180.6636489437805,97.7572012899177
Male,156.16037711020087,77.41116634431465
Male,174.97261718728532,96.18126115259072
Female,152.9694688607211,63.64859145107355
Female,154.63213565534315,51.6628345846095
Female,161.75447074578994,65.72707035463215
Female,152.30604681913024,55.21895511398595
Female,149.31722724033895,51.43547595138255
Female,146.9028846616341,45.39773593677375
Female,154.20424105005398,57.4943622602823
Male,178.93396104131767,90.38594626769026
Female,150.92494422835057,54.1842079304484
Female,157.50650237493122,60.63823656702856
Male,168.6382143995358,71.99204153595704
Female,148.80645905630573,60.98038422760485
Male,169.35824680089402,81.40031217132434
Male,164.68446132768398,78.37166862408465
Male,155.90208634773342,72.34051646834325
Male,174.11369004251853,91.4782657950819
Female,146.80729366225827,50.3388628840323
Female,159.21722266160856,62.341866628189656
Female,153.93267380475595,62.46205985370285
Male,172.57982975023282,90.1649835893565
Male,167.10277533292106,85.00043904404625
Female,155.69457364091596,59.386560761909706
Female,150.3692546640974,57.61406238563295
Female,165.02536928703668,62.903914010954544
Male,162.21389922088136,76.5282573438129
Male,167.99706484197313,87.4291256762733
Female,157.89338504443148,67.50891772695721
Male,190.58717820953507,102.91828538251303
Female,146.14259840146946,49.44154407810255
Male,167.37143148103107,86.19508528062165
Female,148.19430566125308,52.11576700275915
Male,175.85259423894703,83.9722165021611
Male,156.63403023074787,72.06327703008225
Female,158.92253477107252,56.75839357577445
Female,160.357367645434,57.01380445617885
Male,173.61964483535735,93.37884417522136
Male,166.871098336033,86.83097908261905
Female,147.08013118439715,44.69121685296779
Male,168.41781296073378,81.74293718686876
Female,143.5511436712733,45.94003478265465
Male,173.8613257447954,80.4831067509768
Female,158.50331196764543,68.9283067554801
Male,174.07965051531608,90.11159828598016
Female,171.35339400325185,71.30476475440155
Female,151.9062017397813,56.7397521937809
Female,162.84453633808934,67.49626124596365
Male,168.17748093249256,79.81776687025665
Male,176.4966645776711,94.355003409165
Female,153.29837191664842,56.3146384307985
Female,158.01441631292047,67.23404669272095
Male,173.83499128750316,93.5079335243901
Male,160.51418094711238,71.60053967013195
Male,169.2025474822459,92.6510552209413
Female,162.7230771658516,64.2848815308816
Female,154.81531565699473,54.4076724299931
Male,173.17127905087048,98.93592470754
Female,151.67276700871486,56.25274662839836
Female,148.8574022746901,47.762219636491054
Male,183.7696255406725,108.4240199556135
Female,162.2952518063648,67.3721201311119
Male,177.47035170377475,91.20136641286004
Female,144.5044375830342,45.95600732747355
Male,162.38020116248742,80.1478200318534
Female,161.65811329506803,67.41775850679946
Female,158.6008393925405,71.19279268196085
Male,165.8462758326544,79.05563557951545
Female,160.78448233441932,54.38000067112981
Female,157.69482781689214,63.003707122657055
Female,154.0922693497375,61.89015172375666
Female,148.45029791401075,48.0914508421152
Female,169.8178745514008,78.56117070369571
Female,151.95590306857193,57.3257974068045
Female,157.64798039491546,58.00806583696576
Male,184.52620133568453,96.85147895659937
Female,160.926004238486,66.46123499604344
Female,148.72708656452048,49.348265930964
Male,156.82548514060403,72.2206354293918
Male,170.75871105176324,86.47746155645444
Female,156.9603431571261,55.20787314505065
Male,164.58768682812405,74.4576219105408
Female,161.91306408148964,62.72241170356799
Male,168.5736541043969,82.5544031387319
Male,173.27362432891772,86.20571695734586
Female,157.40684905997475,63.01137828438136
Male,155.6315446496175,71.24221258723576
Male,168.41982917825663,77.18775227430164
Female,144.325234327515,51.5269969948665
Female,159.94801136734998,61.80681203742149
Male,181.7304550751285,96.7818916114731
Female,158.6192388184464,75.84590597427045
Female,164.9309766367474,72.9452680776666
Female,158.29929331460335,61.1198971293564
Female,154.7846766422266,58.9478351165793
Female,155.35960471050126,57.85203381190741
Female,158.56069402073518,63.323299609844845
Female,152.11544065525445,61.841379051850055
Female,144.63952592880304,59.13190074579435
Male,179.79991109368288,97.7234771052126
Female,151.67660531948815,51.6984509102418
Male,173.8025198081195,83.38370180040945
Female,149.29615914873622,49.3597465964271
Female,153.75555968895566,52.4726103165858
Female,160.258875504343,63.0300298908528
Male,182.5639964127813,91.093481815329
Male,177.9766503733969,91.05061296541454
Female,153.4125677555608,61.5918849021009
Male,181.0041694168052,90.63315855002566
Male,171.03378055059324,78.85477567895221
Male,178.2494189409531,92.0598463385046
Female,148.22877483095704,50.875392011184005
Female,150.61349443589725,54.62941081448835
Male,185.35988090036,99.9155541149892
Female,156.63293198001313,53.44706922302025
Male,171.1944717487568,86.13676141282845
Female,153.76522652128347,60.202118542038754
Male,183.0294459070564,97.73442478787535
Female,152.20029083332875,58.351761124875445
Male,168.7314844514341,76.4013778801281
Female,154.67628487198652,47.70060714182655
Female,158.14659060720666,62.49438287527951
Male,164.32481742841404,74.12622071945266
Female,159.35752154393802,62.555707741000056
Male,172.33092296070012,84.97987757924625
Female,158.16713903570232,61.8410958113133
Female,152.7340613874799,63.71084432414025
Male,165.30653791632707,82.26127281960585
Female,163.5892296164146,68.54068449928666
Female,156.29895322772742,60.672417114332255
Male,170.46293748734195,85.73108119508116
Female,157.173244465308,60.202271218297504
Female,152.32867636526814,63.01115657561475
Male,171.79594058108728,79.32708385004025
Female,156.53531158113253,58.6815018381648
Male,171.91269813134073,79.46769985223536
Male,175.77759411831133,89.420183743671
Female,154.41800041118836,57.89747152888515
Male,176.538305049587,85.74856747923195
Female,148.30477653574653,43.66559489946151
Male,170.4337974160521,95.0061713404626
Female,158.04717000161318,65.8196166407166
Male,167.88235663279366,86.4269431040709
Male,178.3684894639272,92.42539231888397
Male,168.4198081553669,82.8428568203673
Male,167.6259257471267,91.09846945180576
Male,169.38798433737344,81.6693506003997
Female,159.6195313154921,60.5749568988537
Female,152.28581140320844,63.6733460676195
Male,163.8877878388106,77.25832634064555
Male,167.4227480151752,82.65646306712969
Male,154.4386858374715,65.13753800219446
Female,159.15233343528922,62.1009376511553
Male,162.62027796068148,74.24504351167364
Male,161.0621462617502,68.34405107526166
Male,168.8479219301795,78.86738899321921
Female,160.1712111535852,67.35076583292856
Male,178.81397895066652,90.63491847924104
Female,158.73991970894303,63.13639094117504
Male,158.2600107595005,70.5590360946027
Female,157.02214140386926,62.00284589031465
Male,178.9072401746186,94.82532634726468
Female,162.41719194734443,61.86199685357385
Female,149.67638592654797,48.13636139475075
Female,171.2449065516627,75.41228359186876
Male,165.4681835360233,71.89274538011925
Male,182.85377599480847,96.8820728661441
Female,151.2588018527408,58.737441220103705
Male,172.34158462953067,88.93263555186209
Male,181.71616558935972,97.4780000000865
Male,158.67258332227453,76.43284608166155
Male,163.75216424600958,79.31375981479529
Male,159.09647751851114,71.36072879552415
Male,171.99728074167217,78.92587130603356
Female,154.98597191130887,62.94863598814936
Male,167.91050742213872,82.96869522182669
Female,155.17794898811383,50.22679046184136
Female,152.9172114417736,64.2712117837833
Female,159.76956133523836,64.9821977946261
Male,176.47569922259802,86.0297209548102
Female,159.0897980561244,62.8218986128416
Female,146.83514321252753,50.453261832537
Female,148.76462294236725,54.4367018943918
Male,173.73048093528462,96.40164850176868
Female,166.0028483845981,68.47109370784214
Female,154.3454485604157,62.2772284957542
Female,157.7611470259106,58.314538991936246
Female,154.15088296164896,66.06424770448275
